-317.457	4974.35	-317.457	4974.35	-317.457	4974.35	-317.457	4974.35	319.447	-4974.03	
-319.447	4974.03	-319.447	4974.03	-319.447	4974.03	-319.447	4974.03	321.436	-4973.71	
-321.436	4973.71	-321.436	4973.71	-321.436	4973.71	-321.436	4973.71	323.426	-4973.38	
-323.426	4973.38	-323.426	4973.38	-323.426	4973.38	-323.426	4973.38	325.415	-4973.05	
-325.415	4973.05	-325.415	4973.05	-325.415	4973.05	-325.415	4973.05	327.404	-4972.72	
-327.404	4972.72	-327.404	4972.72	-327.404	4972.72	-327.404	4972.72	329.393	-4972.39	
-329.393	4972.39	-329.393	4972.39	-329.393	4972.39	-329.393	4972.39	331.382	-4972.06	
-331.382	4972.06	-331.382	4972.06	-331.382	4972.06	-331.382	4972.06	333.371	-4971.72	
-333.371	4971.72	-333.371	4971.72	-333.371	4971.72	-333.371	4971.72	335.36	-4971.38	
-335.36	4971.38	-335.36	4971.38	-335.36	4971.38	-335.36	4971.38	337.348	-4971.04	
-337.348	4971.04	-337.348	4971.04	-337.348	4971.04	-337.348	4971.04	339.337	-4970.7	
-339.336	4970.7	-339.336	4970.7	-339.336	4970.7	-339.336	4970.7	341.325	-4970.36	
-341.325	4970.36	-341.325	4970.36	-341.325	4970.36	-341.325	4970.36	343.313	-4970.01	
-343.313	4970.01	-343.313	4970.01	-343.313	4970.01	-343.313	4970.01	345.301	-4969.66	
-345.301	4969.66	-345.301	4969.66	-345.301	4969.66	-345.301	4969.66	347.289	-4969.31	
-347.289	4969.31	-347.289	4969.31	-347.289	4969.31	-347.289	4969.31	349.276	-4968.96	
-349.276	4968.96	-349.276	4968.96	-349.276	4968.96	-349.276	4968.96	351.264	-4968.61	
-351.264	4968.61	-351.264	4968.61	-351.264	4968.61	-351.264	4968.61	353.251	-4968.25	
-353.251	4968.25	-353.251	4968.25	-353.251	4968.25	-353.251	4968.25	355.239	-4967.89	
-355.239	4967.89	-355.239	4967.89	-355.239	4967.89	-355.239	4967.89	357.226	-4967.53	
-357.226	4967.53	-357.226	4967.53	-357.226	4967.53	-357.226	4967.53	359.213	-4967.17	
-359.213	4967.17	-359.213	4967.17	-359.213	4967.17	-359.213	4967.17	361.2	-4966.81	
-361.199	4966.81	-361.199	4966.81	-361.199	4966.81	-361.199	4966.81	363.186	-4966.44	
-363.186	4966.44	-363.186	4966.44	-363.186	4966.44	-363.186	4966.44	365.173	-4966.07	
-365.173	4966.07	-365.173	4966.07	-365.173	4966.07	-365.173	4966.07	367.159	-4965.7	
-367.159	4965.7	-367.159	4965.7	-367.159	4965.7	-367.159	4965.7	369.145	-4965.33	
-369.145	4965.33	-369.145	4965.33	-369.145	4965.33	-369.145	4965.33	371.131	-4964.96	
-371.131	4964.96	-371.131	4964.96	-371.131	4964.96	-371.131	4964.96	373.117	-4964.58	
-373.117	4964.58	-373.117	4964.58	-373.117	4964.58	-373.117	4964.58	375.103	-4964.2	
-375.103	4964.2	-375.103	4964.2	-375.103	4964.2	-375.103	4964.2	377.089	-4963.82	
-377.089	4963.82	-377.089	4963.82	-377.089	4963.82	-377.089	4963.82	379.074	-4963.44	
-379.074	4963.44	-379.074	4963.44	-379.074	4963.44	-379.074	4963.44	381.06	-4963.06	
-381.059	4963.06	-381.059	4963.06	-381.059	4963.06	-381.059	4963.06	383.045	-4962.67	
-383.045	4962.67	-383.045	4962.67	-383.045	4962.67	-383.045	4962.67	385.03	-4962.28	
-385.03	4962.28	-385.03	4962.28	-385.03	4962.28	-385.03	4962.28	387.014	-4961.89	
-387.014	4961.89	-387.014	4961.89	-387.014	4961.89	-387.014	4961.89	388.999	-4961.5	
-388.999	4961.5	-388.999	4961.5	-388.999	4961.5	-388.999	4961.5	390.984	-4961.1	
-390.984	4961.1	-390.984	4961.1	-390.984	4961.1	-390.984	4961.1	392.968	-4960.71	
-392.968	4960.71	-392.968	4960.71	-392.968	4960.71	-392.968	4960.71	394.952	-4960.31	
-394.952	4960.31	-394.952	4960.31	-394.952	4960.31	-394.952	4960.31	396.936	-4959.91	
-396.936	4959.91	-396.936	4959.91	-396.936	4959.91	-396.936	4959.91	398.92	-4959.51	
-398.92	4959.51	-398.92	4959.51	-398.92	4959.51	-398.92	4959.51	400.904	-4959.1	
-400.904	4959.1	-400.904	4959.1	-400.904	4959.1	-400.904	4959.1	402.887	-4958.7	
-402.887	4958.7	-402.887	4958.7	-402.887	4958.7	-402.887	4958.7	404.871	-4958.29	
-404.871	4958.29	-404.871	4958.29	-404.871	4958.29	-404.871	4958.29	406.854	-4957.88	
-406.854	4957.88	-406.854	4957.88	-406.854	4957.88	-406.854	4957.88	408.837	-4957.46	
-408.837	4957.46	-408.837	4957.46	-408.837	4957.46	-408.837	4957.46	410.82	-4957.05	
-410.82	4957.05	-410.82	4957.05	-410.82	4957.05	-410.82	4957.05	412.803	-4956.63	
-412.802	4956.63	-412.802	4956.63	-412.802	4956.63	-412.802	4956.63	414.785	-4956.22	
-414.785	4956.21	-414.785	4956.21	-414.785	4956.21	-414.785	4956.21	416.768	-4955.79	
-416.767	4955.79	-416.767	4955.79	-416.767	4955.79	-416.767	4955.79	418.75	-4955.37	
-418.75	4955.37	-418.75	4955.37	-418.75	4955.37	-418.75	4955.37	420.732	-4954.95	
-420.732	4954.95	-420.732	4954.95	-420.732	4954.95	-420.732	4954.95	422.714	-4954.52	
-422.714	4954.52	-422.714	4954.52	-422.714	4954.52	-422.714	4954.52	424.695	-4954.09	
-424.695	4954.09	-424.695	4954.09	-424.695	4954.09	-424.695	4954.09	426.677	-4953.66	
-426.677	4953.66	-426.677	4953.66	-426.677	4953.66	-426.677	4953.66	428.658	-4953.23	
-428.658	4953.23	-428.658	4953.23	-428.658	4953.23	-428.658	4953.23	430.639	-4952.79	
-430.639	4952.79	-430.639	4952.79	-430.639	4952.79	-430.639	4952.79	432.62	-4952.36	
-432.62	4952.36	-432.62	4952.36	-432.62	4952.36	-432.62	4952.36	434.601	-4951.92	
-434.601	4951.92	-434.601	4951.92	-434.601	4951.92	-434.601	4951.92	436.582	-4951.48	
-436.582	4951.48	-436.582	4951.48	-436.582	4951.48	-436.582	4951.48	438.562	-4951.04	
-438.562	4951.04	-438.562	4951.04	-438.562	4951.04	-438.562	4951.04	440.543	-4950.59	
-440.543	4950.59	-440.543	4950.59	-440.543	4950.59	-440.543	4950.59	442.523	-4950.14	
-442.523	4950.14	-442.523	4950.14	-442.523	4950.14	-442.523	4950.14	444.503	-4949.7	
-444.503	4949.69	-444.503	4949.69	-444.503	4949.69	-444.503	4949.69	446.482	-4949.24	
-446.482	4949.24	-446.482	4949.24	-446.482	4949.24	-446.482	4949.24	448.462	-4948.79	
-448.462	4948.79	-448.462	4948.79	-448.462	4948.79	-448.462	4948.79	450.441	-4948.34	
-450.441	4948.34	-450.441	4948.34	-450.441	4948.34	-450.441	4948.34	452.421	-4947.88	
-452.42	4947.88	-452.42	4947.88	-452.42	4947.88	-452.42	4947.88	454.4	-4947.42	
-454.399	4947.42	-454.399	4947.42	-454.399	4947.42	-454.399	4947.42	456.378	-4946.96	
-456.378	4946.96	-456.378	4946.96	-456.378	4946.96	-456.378	4946.96	458.357	-4946.5	
-458.357	4946.5	-458.357	4946.5	-458.357	4946.5	-458.357	4946.5	460.335	-4946.03	
-460.335	4946.03	-460.335	4946.03	-460.335	4946.03	-460.335	4946.03	462.314	-4945.57	
-462.314	4945.56	-462.314	4945.56	-462.314	4945.56	-462.314	4945.56	464.292	-4945.1	
-464.292	4945.1	-464.292	4945.1	-464.292	4945.1	-464.292	4945.1	466.27	-4944.62	
-466.27	4944.62	-466.27	4944.62	-466.27	4944.62	-466.27	4944.62	468.247	-4944.15	
-468.247	4944.15	-468.247	4944.15	-468.247	4944.15	-468.247	4944.15	470.225	-4943.68	
-470.225	4943.68	-470.225	4943.68	-470.225	4943.68	-470.225	4943.68	472.202	-4943.2	
-472.202	4943.2	-472.202	4943.2	-472.202	4943.2	-472.202	4943.2	474.179	-4942.72	
-474.179	4942.72	-474.179	4942.72	-474.179	4942.72	-474.179	4942.72	476.156	-4942.24	
-476.156	4942.24	-476.156	4942.24	-476.156	4942.24	-476.156	4942.24	478.133	-4941.76	
-478.133	4941.76	-478.133	4941.76	-478.133	4941.76	-478.133	4941.76	480.11	-4941.27	
-480.109	4941.27	-480.109	4941.27	-480.109	4941.27	-480.109	4941.27	482.086	-4940.78	
-482.086	4940.78	-482.086	4940.78	-482.086	4940.78	-482.086	4940.78	484.062	-4940.29	
-484.062	4940.29	-484.062	4940.29	-484.062	4940.29	-484.062	4940.29	486.038	-4939.8	
-486.038	4939.8	-486.038	4939.8	-486.038	4939.8	-486.038	4939.8	488.014	-4939.31	
-488.014	4939.31	-488.014	4939.31	-488.014	4939.31	-488.014	4939.31	489.989	-4938.82	
-489.989	4938.81	-489.989	4938.81	-489.989	4938.81	-489.989	4938.81	491.965	-4938.32	
-491.965	4938.32	-491.965	4938.32	-491.965	4938.32	-491.965	4938.32	493.94	-4937.82	
-493.94	4937.82	-493.94	4937.82	-493.94	4937.82	-493.94	4937.82	495.915	-4937.32	
-495.915	4937.32	-495.915	4937.32	-495.915	4937.32	-495.915	4937.32	497.889	-4936.81	
-497.889	4936.81	-497.889	4936.81	-497.889	4936.81	-497.889	4936.81	499.864	-4936.31	
-499.864	4936.31	-499.864	4936.31	-499.864	4936.31	-499.864	4936.31	501.838	-4935.8	
-501.838	4935.8	-501.838	4935.8	-501.838	4935.8	-501.838	4935.8	503.812	-4935.29	
-503.812	4935.29	-503.812	4935.29	-503.812	4935.29	-503.812	4935.29	505.786	-4934.78	
-505.786	4934.78	-505.786	4934.78	-505.786	4934.78	-505.786	4934.78	507.76	-4934.27	
-507.76	4934.27	-507.76	4934.27	-507.76	4934.27	-507.76	4934.27	509.734	-4933.75	
-509.733	4933.75	-509.733	4933.75	-509.733	4933.75	-509.733	4933.75	511.707	-4933.23	
-511.707	4933.23	-511.707	4933.23	-511.707	4933.23	-511.707	4933.23	513.68	-4932.71	
-513.68	4932.71	-513.68	4932.71	-513.68	4932.71	-513.68	4932.71	515.653	-4932.19	
-515.653	4932.19	-515.653	4932.19	-515.653	4932.19	-515.653	4932.19	517.625	-4931.67	
-517.625	4931.67	-517.625	4931.67	-517.625	4931.67	-517.625	4931.67	519.598	-4931.14	
-519.598	4931.14	-519.598	4931.14	-519.598	4931.14	-519.598	4931.14	521.57	-4930.62	
-521.57	4930.62	-521.57	4930.62	-521.57	4930.62	-521.57	4930.62	523.542	-4930.09	
-523.542	4930.09	-523.542	4930.09	-523.542	4930.09	-523.542	4930.09	525.514	-4929.55	
-525.514	4929.55	-525.514	4929.55	-525.514	4929.55	-525.514	4929.55	527.485	-4929.02	
-527.485	4929.02	-527.485	4929.02	-527.485	4929.02	-527.485	4929.02	529.457	-4928.49	
-529.457	4928.48	-529.457	4928.48	-529.457	4928.48	-529.457	4928.48	531.428	-4927.95	
-531.428	4927.95	-531.428	4927.95	-531.428	4927.95	-531.428	4927.95	533.399	-4927.41	
-533.399	4927.41	-533.399	4927.41	-533.399	4927.41	-533.399	4927.41	535.37	-4926.87	
-535.369	4926.87	-535.369	4926.87	-535.369	4926.87	-535.369	4926.87	537.34	-4926.32	
-537.34	4926.32	-537.34	4926.32	-537.34	4926.32	-537.34	4926.32	539.31	-4925.78	
